mode,set,day,timestamp,position_before,position_after,position_band,best_bid,best_ask,spread,mid_price,microprice,anchor_offset,richness_bucket,top_imbalance,micro_gap,pressure_bucket,ret1,shock,shock_bucket,order_count,actual_primary_label,actual_family,aggressive_buy_qty,aggressive_sell_qty,aggressive_qty,passive_buy_qty,passive_sell_qty,passive_inside_buy_qty,passive_inside_sell_qty,max_take_depth,exact_best_action,exact_best_family,exact_value,best_runner_up,ev_gap,actual_family_value,recoverable_value,hosted_ref_class,hosted_count,hosted_qty,hosted_markout_h10_avg
default,round1-day-2,-2,442100,35,35,long_20_39,9993,10002,9,9997.5,9999.42857142857,-2.5,cheap,0.42857142857142855,1.928571428570649,buy_pressure,-1.5,False,steady,1,passive_one_sided_buy,one_sided_mm,0,0,0,13,0,13,0,0,hold,hold,361463.0,mm_join_12,0.0,361463.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,442500,35,35,long_20_39,9993,10002,9,9997.5,10000.875,-2.5,cheap,0.75,3.375,buy_pressure,-3.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,10,0,10,0,0,hold,hold,361463.0,mm_join_12,0.0,361463.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,442900,35,35,long_20_39,9993,10002,9,9997.5,10000.5,-2.5,cheap,0.6666666666666666,3.0,buy_pressure,-3.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,10,0,10,0,0,hold,hold,361463.0,mm_join_12,0.0,361463.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,443100,35,29,long_20_39,10002,10011,9,10006.5,10004.076923076924,6.5,rich,-0.5384615384615384,-2.4230769230762235,sell_pressure,6.5,True,shock,3,clear_sell,take1,0,12,12,0,9,0,9,1,sell_take1_16,take1,361463.0,hold,36.0,361463.0,0.0,take_b1,,,
default,round1-day-2,-2,443700,29,29,long_20_39,9998,10008,10,10003.0,9999.25,3.0,rich,-0.75,-3.75,sell_pressure,4.0,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,sell_take1_16,take1,301451.0,hold,4.0,301447.0,4.0,passive_inside_sell,,,
default,round1-day-2,-2,447000,25,16,long_20_39,9998,10009,11,10003.5,9999.941176470587,3.5,rich,-0.6470588235294118,-3.5588235294126207,sell_pressure,3.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,mm_inside_12,mm_inside,261411.0,mm_inside_20,0.0,261411.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,450500,12,12,flat_19,9991,10000,9,9995.5,9997.5,-4.5,cheap,0.4444444444444444,2.0,buy_pressure,-3.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,10,0,10,0,0,hold,hold,131285.0,mm_join_12,0.0,131285.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,451500,11,11,flat_19,9996,10007,11,10001.5,9998.75,1.5,neutral,-0.5,-2.75,sell_pressure,2.0,False,steady,2,passive_two_sided,mm_inside,0,0,0,12,12,0,12,0,sell_take1_16,take1,121229.0,hold,1.0,121228.0,1.0,,,,
default,round1-day-2,-2,451600,11,11,flat_19,9989,10001,12,9995.0,9999.838709677419,-5.0,cheap,0.8064516129032258,4.838709677418592,buy_pressure,-6.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,10,0,10,0,0,hold,hold,121228.0,mm_join_12,0.0,121228.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,454200,12,12,flat_19,9997,10007,10,10002.0,9999.142857142857,2.0,rich,-0.5714285714285714,-2.857142857143117,sell_pressure,3.0,False,steady,1,passive_one_sided_buy,one_sided_mm,0,0,0,12,0,0,0,0,sell_take1_16,take1,131141.0,hold,7.0,131134.0,7.0,passive_inside_buy,,,
default,round1-day-2,-2,456000,28,28,long_20_39,9999,10009,10,10004.0,10000.538461538461,4.0,rich,-0.6923076923076923,-3.4615384615390212,sell_pressure,3.0,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,12,0,12,0,sell_take1_16,take1,291038.0,hold,8.0,291030.0,8.0,passive_inside_sell,,,
default,round1-day-2,-2,456100,28,28,long_20_39,9993,10003,10,9998.0,10000.142857142857,-2.0,cheap,0.42857142857142855,2.142857142856883,buy_pressure,-6.0,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,0,0,hold,hold,291030.0,mm_join_12,0.0,291030.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,457700,28,28,long_20_39,9998,10011,13,10004.5,9999.181818181818,4.5,rich,-0.8181818181818182,-5.3181818181819835,sell_pressure,3.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,sell_take1_16,take1,291030.0,hold,6.0,291024.0,6.0,passive_inside_sell,,,
default,round1-day-2,-2,458000,28,28,long_20_39,9998,10009,11,10003.5,10001.666666666666,3.5,rich,-0.3333333333333333,-1.8333333333339397,mixed_pressure,10.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,9,0,0,0,0,sell_take1_16,take1,291024.0,hold,15.0,291009.0,15.0,passive_inside_buy,,,
default,round1-day-2,-2,459100,28,28,long_20_39,9993,10003,10,9998.0,10001.75,-2.0,cheap,0.75,3.75,buy_pressure,-3.0,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,12,0,0,0,hold,hold,291009.0,mm_join_12,0.0,291009.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,460300,28,28,long_20_39,9994,10004,10,9999.0,10001.222222222223,-1.0,neutral,0.4444444444444444,2.2222222222226264,buy_pressure,-4.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,9,9,9,9,0,hold,hold,291009.0,mm_join_12,0.0,291009.0,0.0,,,,
default,round1-day-2,-2,463100,10,10,flat_19,9991,10003,12,9997.0,10001.615384615385,-3.0,cheap,0.7692307692307693,4.615384615384755,buy_pressure,-3.0,False,steady,1,passive_one_sided_buy,one_sided_mm,0,0,0,13,0,13,0,0,hold,hold,110877.0,mm_join_12,0.0,110877.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,471600,11,11,flat_19,9995,10004,9,9999.5,10001.75,-0.5,neutral,0.5,2.25,buy_pressure,-4.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,9,9,9,0,0,hold,hold,120775.0,mm_join_12,0.0,120775.0,0.0,,,,
default,round1-day-2,-2,472200,11,11,flat_19,9999,10012,13,10005.5,10000.392857142857,5.5,rich,-0.7857142857142857,-5.107142857143117,sell_pressure,9.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,sell_take1_16,take1,120775.0,hold,12.0,120763.0,12.0,passive_inside_sell,,,
default,round1-day-2,-2,474100,18,18,flat_19,9999,10010,11,10004.5,10001.933333333332,4.5,rich,-0.4666666666666667,-2.5666666666675155,sell_pressure,1.5,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,12,0,12,0,sell_take1_16,take1,190658.0,sell_take2_32,11.0,190642.0,16.0,passive_inside_sell,,,
default,round1-day-2,-2,476300,13,13,flat_19,9991,10003,12,9997.0,10002.111111111111,-3.0,cheap,0.8518518518518519,5.111111111111313,buy_pressure,-5.0,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,10,0,10,0,0,hold,hold,140602.0,mm_join_12,0.0,140602.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,477800,19,19,flat_19,9995,10004,9,9999.5,10002.2,-0.5,neutral,0.6,2.7000000000007276,buy_pressure,-2.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,12,12,12,0,0,hold,hold,200572.0,mm_join_12,0.0,200572.0,0.0,,,,
default,round1-day-2,-2,482100,43,43,long_40_59,9993,10003,10,9998.0,10000.5,-2.0,cheap,0.5,2.5,buy_pressure,9998.0,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,14,0,14,0,hold,hold,440214.0,mm_join_12,0.0,440214.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,488000,31,31,long_20_39,9996,10006,10,10001.0,9998.5,1.0,neutral,-0.5,-2.5,sell_pressure,2.0,False,steady,2,passive_two_sided,mm_inside,0,0,0,12,12,0,12,0,sell_take1_16,take1,320084.0,hold,15.0,320069.0,15.0,,,,
default,round1-day-2,-2,489000,22,22,long_20_39,9989,9999,10,9994.0,9996.333333333334,-6.0,cheap,0.4666666666666667,2.3333333333339397,buy_pressure,-5.0,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,10,0,10,0,0,hold,hold,230078.0,mm_join_12,0.0,230078.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,490800,27,27,long_20_39,9994,10004,10,9999.0,9996.35294117647,-1.0,neutral,-0.5294117647058824,-2.6470588235297328,sell_pressure,2.0,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,12,0,12,0,sell_take1_16,take1,280039.0,hold,8.0,280031.0,8.0,passive_inside_sell,,,
default,round1-day-2,-2,492500,35,35,long_20_39,9993,10006,13,9999.5,9994.5,-0.5,neutral,-0.7692307692307693,-5.0,sell_pressure,4.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,sell_take1_16,take1,359947.0,hold,3.0,359944.0,3.0,passive_inside_sell,,,
default,round1-day-2,-2,493700,38,38,long_20_39,9986,9995,9,9990.5,9992.75,-9.5,cheap,0.5,2.25,buy_pressure,-4.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,10,0,10,0,0,hold,hold,389905.0,mm_join_12,0.0,389905.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,503200,37,37,long_20_39,9992,10005,13,9998.5,9992.896551724138,-1.5,neutral,-0.8620689655172413,-5.60344827586232,sell_pressure,5.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,9,0,9,0,hold,hold,379763.0,mm_join_12,0.0,379763.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,511400,63,63,long_60_plus,9989,10000,11,9994.5,9990.833333333334,-5.5,cheap,-0.6666666666666666,-3.6666666666660603,sell_pressure,2.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,9,14,0,14,0,hold,hold,639402.0,mm_join_12,0.0,639402.0,0.0,,,,
default,round1-day-2,-2,512600,56,56,long_40_59,9983,9993,10,9988.0,9991.75,-12.0,cheap,0.75,3.75,buy_pressure,-4.0,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,6,0,6,0,0,hold,hold,569401.0,mm_join_12,0.0,569401.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,515400,70,70,long_60_plus,9983,9992,9,9987.5,9990.875,-12.5,cheap,0.75,3.375,buy_pressure,4.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,6,0,6,0,0,hold,hold,709223.0,mm_join_12,0.0,709223.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,516800,80,80,long_60_plus,9982,9991,9,9986.5,9989.615384615385,-13.5,cheap,0.6923076923076923,3.1153846153847553,buy_pressure,-2.5,True,shock,0,hold,hold,0,0,0,0,0,0,0,0,hold,hold,809070.0,mm_join_12,0.0,809070.0,0.0,,,,
default,round1-day-2,-2,517200,76,76,long_60_plus,9987,9998,11,9992.5,9988.29411764706,-7.5,cheap,-0.7647058823529411,-4.2058823529405345,sell_pressure,2.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,4,0,4,0,0,hold,hold,769082.0,mm_join_12,0.0,769082.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,520800,76,76,long_60_plus,9984,9994,10,9989.0,9991.692307692309,-11.0,cheap,0.5384615384615384,2.692307692308532,buy_pressure,-3.0,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,4,0,4,0,0,hold,hold,769082.0,mm_join_12,0.0,769082.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,522900,76,76,long_60_plus,9991,10002,11,9996.5,9994.142857142857,-3.5,cheap,-0.42857142857142855,-2.357142857143117,sell_pressure,3.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,4,11,0,11,0,sell_take1_16,take1,769060.0,hold,16.0,769044.0,16.0,,,,
default,round1-day-2,-2,523700,76,76,long_60_plus,9983,9995,12,9989.0,9992.857142857143,-11.0,cheap,0.6428571428571429,3.857142857143117,buy_pressure,-12.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,4,11,4,0,0,hold,hold,769044.0,mm_join_12,0.0,769044.0,0.0,,,,
default,round1-day-2,-2,524800,76,76,long_60_plus,9986,9995,9,9990.5,9992.6,-9.5,cheap,0.4666666666666667,2.100000000000364,buy_pressure,-1.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,4,11,4,0,0,hold,hold,769044.0,mm_join_12,0.0,769044.0,0.0,,,,
default,round1-day-2,-2,525300,79,79,long_60_plus,9986,9995,9,9990.5,9992.6,-9.5,cheap,0.4666666666666667,2.100000000000364,buy_pressure,-3.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,1,11,1,0,0,hold,hold,799008.0,mm_join_12,0.0,799008.0,0.0,,,,
default,round1-day-2,-2,527600,80,80,long_60_plus,9992,10002,10,9997.0,9993.25,-3.0,cheap,-0.75,-3.75,sell_pressure,3.0,False,steady,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,14,0,14,0,sell_take1_16,take1,808930.0,hold,29.0,808901.0,29.0,passive_inside_sell,,,
default,round1-day-2,-2,528800,74,74,long_60_plus,9992,10002,10,9997.0,9993.176470588236,-3.0,cheap,-0.7647058823529411,-3.823529411763957,sell_pressure,-5.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,14,0,14,0,sell_take1_16,take1,748895.0,hold,6.0,748889.0,6.0,,,,
default,round1-day-2,-2,531000,71,71,long_60_plus,9993,10003,10,9998.0,9995.777777777777,-2.0,cheap,-0.4444444444444444,-2.2222222222226264,sell_pressure,-5.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,9,14,0,14,0,sell_take1_16,take1,718842.0,hold,9.0,718833.0,9.0,,,,
default,round1-day-2,-2,531300,71,77,long_60_plus,9987,9996,9,9991.5,9994.5,-8.5,cheap,0.6666666666666666,3.0,buy_pressure,4.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,6,0,0,mm_inside_12,mm_inside,718833.0,mm_inside_20,0.0,718833.0,0.0,,,,
default,round1-day-2,-2,531700,77,77,long_60_plus,9992,10003,11,9997.5,9994.538461538461,-2.5,cheap,-0.5384615384615384,-2.9615384615390212,sell_pressure,2.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,3,14,0,14,0,sell_take1_16,take1,778761.0,hold,6.0,778755.0,6.0,,,,
default,round1-day-2,-2,532800,77,77,long_60_plus,9992,10002,10,9997.0,9993.176470588236,-3.0,cheap,-0.7647058823529411,-3.823529411763957,sell_pressure,1.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,3,14,0,14,0,sell_take1_16,take1,778755.0,hold,15.0,778740.0,15.0,,,,
default,round1-day-2,-2,533700,73,73,long_60_plus,9983,9995,12,9989.0,9994.172413793103,-11.0,cheap,0.8620689655172413,5.17241379310326,buy_pressure,-6.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,6,0,0,hold,hold,738691.0,mm_join_12,0.0,738691.0,0.0,,,,
default,round1-day-2,-2,533800,73,73,long_60_plus,9986,9995,9,9990.5,9993.0,-9.5,cheap,0.5555555555555556,2.5,buy_pressure,1.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,6,0,0,hold,hold,738691.0,mm_join_12,0.0,738691.0,0.0,,,,
default,round1-day-2,-2,534100,73,73,long_60_plus,9987,9996,9,9991.5,9994.5,-8.5,cheap,0.6666666666666666,3.0,buy_pressure,-4.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,6,0,0,hold,hold,738691.0,mm_join_12,0.0,738691.0,0.0,,,,
default,round1-day-2,-2,536500,79,79,long_60_plus,9986,9995,9,9990.5,9993.3125,-9.5,cheap,0.625,2.8125,buy_pressure,-4.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,1,11,1,0,0,hold,hold,798613.0,mm_join_12,0.0,798613.0,0.0,,,,
default,round1-day-2,-2,538100,80,80,long_60_plus,9985,9995,10,9990.0,9992.5,-10.0,cheap,0.5,2.5,buy_pressure,-3.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,0,0,hold,hold,808500.0,mm_join_12,0.0,808500.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,538300,80,80,long_60_plus,9985,9994,9,9989.5,9992.3125,-10.5,cheap,0.625,2.8125,buy_pressure,2.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,0,0,hold,hold,808500.0,mm_join_12,0.0,808500.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,538400,80,80,long_60_plus,9991,10001,10,9996.0,9993.142857142857,-4.0,cheap,-0.5714285714285714,-2.857142857143117,sell_pressure,6.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,11,0,sell_take1_16,take1,808500.0,hold,19.0,808481.0,19.0,passive_inside_sell,,,
default,round1-day-2,-2,539200,80,80,long_60_plus,9985,9994,9,9989.5,9991.0,-10.5,cheap,0.3333333333333333,1.5,mixed_pressure,-1.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,0,0,hold,hold,808481.0,mm_join_12,0.0,808481.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,539500,72,72,long_60_plus,9990,10000,10,9995.0,9991.875,-5.0,cheap,-0.625,-3.125,sell_pressure,3.0,False,steady,2,passive_two_sided,mm_inside,0,0,0,8,14,8,14,0,sell_take1_16,take1,728465.0,sell_take2_32,0.0,728429.0,36.0,,,,
default,round1-day-2,-2,540400,72,72,long_60_plus,9989,10000,11,9994.5,9990.57142857143,-5.5,cheap,-0.7142857142857143,-3.928571428570649,sell_pressure,2.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,8,14,0,14,0,hold,hold,728429.0,mm_join_12,0.0,728429.0,0.0,,,,
default,round1-day-2,-2,542700,72,72,long_60_plus,9983,9993,10,9988.0,9991.461538461539,-12.0,cheap,0.6923076923076923,3.4615384615390212,buy_pressure,-2.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,6,0,0,hold,hold,728429.0,mm_join_12,0.0,728429.0,0.0,,,,
default,round1-day-2,-2,546100,80,80,long_60_plus,9982,9992,10,9987.0,9989.64705882353,-13.0,cheap,0.5294117647058824,2.6470588235297328,buy_pressure,-3.0,True,shock,0,hold,hold,0,0,0,0,0,0,0,0,hold,hold,808209.0,mm_join_12,0.0,808209.0,0.0,,,,
default,round1-day-2,-2,546600,77,77,long_60_plus,9988,9998,10,9993.0,9990.35294117647,-7.0,cheap,-0.5294117647058824,-2.6470588235297328,sell_pressure,3.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,3,11,0,11,0,sell_take1_16,take1,778209.0,sell_take2_32,13.0,778183.0,26.0,,,,
default,round1-day-2,-2,549400,80,80,long_60_plus,9992,10001,9,9996.5,9993.125,-3.5,cheap,-0.75,-3.375,sell_pressure,6.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,11,0,sell_take1_16,take1,808113.0,hold,5.0,808108.0,5.0,passive_inside_sell,,,
default,round1-day-2,-2,555300,78,78,long_60_plus,9989,9999,10,9994.0,9990.333333333334,-6.0,cheap,-0.7333333333333333,-3.6666666666660603,sell_pressure,3.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,2,11,0,11,0,hold,hold,788033.0,mm_join_12,0.0,788033.0,0.0,,,,
default,round1-day-2,-2,559000,76,76,long_60_plus,9989,10000,11,9994.5,9991.894736842105,-5.5,cheap,-0.47368421052631576,-2.605263157895024,sell_pressure,2.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,4,14,0,14,0,sell_take1_16,take1,767962.0,hold,75.0,767887.0,75.0,,,,
default,round1-day-2,-2,567700,80,80,long_60_plus,9988,9999,11,9993.5,9989.57142857143,-6.5,cheap,-0.7142857142857143,-3.928571428570649,sell_pressure,3.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,11,0,hold,hold,807826.0,mm_join_12,0.0,807826.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,568000,80,80,long_60_plus,9988,10001,13,9994.5,9990.09677419355,-5.5,cheap,-0.6774193548387096,-4.403225806450791,sell_pressure,-4.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,11,0,hold,hold,807826.0,mm_join_12,0.0,807826.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,568800,80,80,long_60_plus,9985,9994,9,9989.5,9991.5,-10.5,cheap,0.4444444444444444,2.0,buy_pressure,-3.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,0,0,hold,hold,807826.0,mm_join_12,0.0,807826.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,570300,80,80,long_60_plus,9986,9995,9,9990.5,9992.6,-9.5,cheap,0.4666666666666667,2.100000000000364,buy_pressure,-5.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,0,0,hold,hold,807756.0,mm_join_12,0.0,807756.0,0.0,passive_inside_sell,,,
default,round1-day-2,-2,574000,75,75,long_60_plus,9994,10004,10,9999.0,9995.666666666666,-1.0,neutral,-0.6666666666666666,-3.3333333333339397,sell_pressure,1.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,5,14,0,14,0,hold,hold,757726.0,mm_join_12,0.0,757726.0,0.0,,,,
default,round1-day-2,-2,575400,69,60,long_60_plus,9999,10008,9,10003.5,10001.131578947368,3.5,rich,-0.5263157894736842,-2.3684210526316747,sell_pressure,7.5,True,shock,2,clear_sell,take1,0,9,9,0,11,0,11,1,sell_take1_16,take1,697690.0,hold,39.0,697690.0,0.0,take_b1,,,
default,round1-day-2,-2,575500,60,60,long_60_plus,9995,10005,10,10000.0,9997.35294117647,0.0,neutral,-0.5294117647058824,-2.6470588235297328,sell_pressure,-3.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,0,11,0,hold,hold,607699.0,mm_join_12,0.0,607699.0,0.0,,,,
default,round1-day-2,-2,575700,60,60,long_60_plus,9995,10006,11,10000.5,9998.142857142857,0.5,neutral,-0.42857142857142855,-2.357142857143117,sell_pressure,4.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,0,11,0,sell_take1_16,take1,607699.0,hold,4.0,607695.0,4.0,,,,
default,round1-day-2,-2,576500,60,60,long_60_plus,9996,10007,11,10001.5,9998.894736842105,1.5,neutral,-0.47368421052631576,-2.605263157895024,sell_pressure,1.5,False,steady,2,passive_two_sided,mm_inside,0,0,0,9,14,0,14,0,sell_take1_16,take1,607695.0,hold,10.0,607685.0,10.0,,,,
default,round1-day-2,-2,577600,60,60,long_60_plus,9992,10002,10,9997.0,10000.235294117647,-3.0,cheap,0.6470588235294118,3.235294117646845,buy_pressure,-3.0,False,steady,1,passive_one_sided_buy,one_sided_mm,0,0,0,9,0,9,0,0,hold,hold,607685.0,mm_join_12,0.0,607685.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,577700,60,60,long_60_plus,9998,10009,11,10003.5,9999.57142857143,3.5,rich,-0.7142857142857143,-3.928571428570649,sell_pressure,6.5,True,shock,1,passive_one_sided_sell,one_sided_mm,0,0,0,0,11,0,11,0,sell_take1_16,take1,607685.0,sell_take2_32,0.0,607679.0,6.0,passive_inside_sell,,,
default,round1-day-2,-2,580900,64,64,long_60_plus,9987,9999,12,9993.0,9996.777777777777,-7.0,cheap,0.6296296296296297,3.7777777777773736,buy_pressure,-5.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,6,0,0,hold,hold,647651.0,mm_join_12,0.0,647651.0,0.0,,,,
default,round1-day-2,-2,583200,65,65,long_60_plus,9992,10005,13,9998.5,9993.575757575758,-1.5,neutral,-0.7575757575757576,-4.924242424242038,sell_pressure,3.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,0,11,0,hold,hold,657595.0,mm_join_12,0.0,657595.0,0.0,,,,
default,round1-day-2,-2,583500,71,71,long_60_plus,9992,10003,11,9997.5,9995.055555555555,-2.5,cheap,-0.4444444444444444,-2.444444444445253,sell_pressure,3.0,False,steady,2,passive_two_sided,mm_inside,0,0,0,9,14,0,14,0,hold,hold,717523.0,mm_join_12,0.0,717523.0,0.0,,,,
default,round1-day-2,-2,585100,79,79,long_60_plus,9992,10002,10,9997.0,9994.631578947368,-3.0,cheap,-0.47368421052631576,-2.3684210526316747,sell_pressure,3.0,False,steady,2,passive_two_sided,mm_inside,0,0,0,1,14,0,14,0,hold,hold,797459.0,mm_join_12,0.0,797459.0,0.0,,,,
default,round1-day-2,-2,585700,79,79,long_60_plus,9991,10004,13,9997.5,9992.625,-2.5,cheap,-0.75,-4.875,sell_pressure,4.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,1,11,0,11,0,hold,hold,797459.0,mm_join_12,0.0,797459.0,0.0,,,,
default,round1-day-2,-2,586600,79,79,long_60_plus,9984,9993,9,9988.5,9991.0,-11.5,cheap,0.5555555555555556,2.5,buy_pressure,-3.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,1,0,1,0,0,hold,hold,797459.0,mm_join_12,0.0,797459.0,0.0,passive_inside_buy,,,
default,round1-day-2,-2,588900,73,73,long_60_plus,9988,9999,11,9993.5,9990.588235294117,-6.5,cheap,-0.5294117647058824,-2.911764705882888,sell_pressure,2.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,6,11,0,hold,hold,737471.0,mm_join_12,0.0,737471.0,0.0,,,,
default,round1-day-2,-2,589900,73,73,long_60_plus,9990,10000,10,9995.0,9992.307692307691,-5.0,cheap,-0.5384615384615384,-2.692307692308532,sell_pressure,2.0,False,steady,2,passive_two_sided,mm_inside,0,0,0,7,14,0,14,0,hold,hold,737471.0,mm_join_12,0.0,737471.0,0.0,,,,
default,round1-day-2,-2,591200,73,73,long_60_plus,9989,9999,10,9994.0,9991.105263157895,-6.0,cheap,-0.5789473684210527,-2.894736842104976,sell_pressure,3.0,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,0,11,0,hold,hold,737471.0,mm_join_12,0.0,737471.0,0.0,,,,
default,round1-day-2,-2,592700,73,73,long_60_plus,9981,9991,10,9986.0,9989.75,-14.0,cheap,0.75,3.75,buy_pressure,-4.5,True,shock,1,passive_one_sided_buy,one_sided_mm,0,0,0,6,0,6,0,0,buy_take1_16,take1,737471.0,hold,8.0,737463.0,8.0,passive_inside_buy,,,
default,round1-day-2,-2,593100,73,73,long_60_plus,9987,10000,13,9993.5,9988.444444444445,-6.5,cheap,-0.7777777777777778,-5.055555555554747,sell_pressure,2.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,6,11,0,hold,hold,737463.0,mm_join_12,0.0,737463.0,0.0,,,,
default,round1-day-2,-2,593500,73,73,long_60_plus,9987,10000,13,9993.5,9989.166666666666,-6.5,cheap,-0.6666666666666666,-4.33333333333394,sell_pressure,3.5,True,shock,2,passive_two_sided,mm_inside,0,0,0,6,11,6,11,0,hold,hold,737463.0,mm_join_12,0.0,737463.0,0.0,,,,
default,round1-day-2,-2,597700,80,80,long_60_plus,9983,9993,10,9988.0,9990.222222222223,-12.0,cheap,0.4444444444444444,2.2222222222226264,buy_pressure,-4.5,True,shock,0,hold,hold,0,0,0,0,0,0,0,0,hold,hold,807418.0,mm_join_12,0.0,807418.0,0.0,,,,
