count,recoverable_total,recoverable_max,actual_action,exact_best_family,spread,position_band,richness_bucket,pressure_bucket,shock_bucket,hosted_ref_class,hosted_count,hosted_qty,hosted_markout_h10_avg,hosted_veto,mode,recoverable_avg
1,10.0,10.0,passive_one_sided_sell,take1,9,flat_19,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,10.0
1,10.0,10.0,clear_sell,hold,10,long_60_plus,rich,mixed_pressure,shock,take_b1,,,,False,default,10.0
1,10.0,10.0,passive_one_sided_sell,take1,9,short_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,10.0
1,10.0,10.0,passive_one_sided_buy,take1,10,long_40_59,rich,mixed_pressure,shock,passive_inside_buy,,,,False,default,10.0
1,10.0,10.0,passive_one_sided_sell,take1,9,short_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,none,10.0
1,10.0,10.0,clear_sell,hold,10,long_40_59,rich,mixed_pressure,shock,take_b1,,,,False,queue05,10.0
1,10.0,10.0,passive_two_sided,take1,9,short_60_plus,rich,buy_pressure,steady,,,,,False,queue05,10.0
1,10.0,10.0,passive_one_sided_sell,take1,9,short_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,queue05,10.0
1,10.0,10.0,passive_one_sided_sell,take1,10,long_60_plus,cheap,sell_pressure,steady,passive_inside_sell,,,,False,queue05,10.0
1,10.0,10.0,passive_one_sided_buy,take1,10,long_40_59,rich,mixed_pressure,shock,passive_inside_buy,,,,False,queue05,10.0
1,10.0,10.0,passive_one_sided_sell,take1,9,flat_19,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,10.0
1,10.0,10.0,clear_sell,hold,10,long_60_plus,rich,mixed_pressure,shock,take_b1,,,,False,worse,10.0
1,10.0,10.0,passive_one_sided_sell,take1,9,short_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,10.0
1,10.0,10.0,passive_one_sided_sell,take1,9,long_60_plus,cheap,mixed_pressure,shock,passive_inside_sell,,,,False,worse,10.0
1,10.0,10.0,passive_one_sided_buy,take1,10,long_40_59,rich,mixed_pressure,shock,passive_inside_buy,,,,False,worse,10.0
2,10.0,7.0,passive_two_sided,take1,10,long_60_plus,cheap,sell_pressure,steady,,,,,False,queue05,5.0
3,10.0,5.0,passive_one_sided_sell,take1,11,short_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,default,3.3333333333333335
3,10.0,5.0,passive_one_sided_sell,take1,11,short_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,worse,3.3333333333333335
3,10.0,6.0,passive_two_sided,take1,9,long_60_plus,cheap,buy_pressure,shock,,,,,False,worse,3.3333333333333335
1,9.0,9.0,passive_two_sided,take1,9,short_60_plus,rich,buy_pressure,shock,,,,,False,default,9.0
1,9.0,9.0,passive_two_sided,take1,9,long_40_59,neutral,sell_pressure,shock,,,,,False,none,9.0
1,9.0,9.0,passive_one_sided_buy,take1,9,short_60_plus,rich,buy_pressure,shock,passive_inside_buy,,,,False,queue05,9.0
1,9.0,9.0,passive_one_sided_sell,take1,11,long_60_plus,neutral,sell_pressure,shock,passive_inside_sell,,,,False,queue05,9.0
1,9.0,9.0,clear_buy,hold,9,short_40_59,cheap,buy_pressure,steady,take_a1,,,,False,worse,9.0
2,9.0,6.0,passive_two_sided,take1,10,short_40_59,rich,sell_pressure,shock,,,,,False,default,4.5
2,9.0,5.0,passive_two_sided,take1,9,flat_19,neutral,buy_pressure,steady,,,,,False,default,4.5
2,9.0,6.0,passive_two_sided,take1,10,long_60_plus,neutral,sell_pressure,steady,,,,,False,default,4.5
2,9.0,5.0,passive_two_sided,take1,9,flat_19,neutral,buy_pressure,steady,,,,,False,none,4.5
2,9.0,6.0,passive_one_sided_sell,take1,10,long_20_39,neutral,sell_pressure,steady,passive_inside_sell,,,,False,none,4.5
2,9.0,5.0,passive_two_sided,take1,9,flat_19,neutral,buy_pressure,steady,,,,,False,queue05,4.5
2,9.0,8.0,passive_one_sided_sell,take1,13,long_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,queue05,4.5
2,9.0,5.0,passive_two_sided,take1,9,flat_19,neutral,buy_pressure,steady,,,,,False,worse,4.5
2,9.0,6.0,passive_two_sided,take1,10,long_60_plus,neutral,sell_pressure,steady,,,,,False,worse,4.5
3,9.0,4.0,passive_one_sided_buy,take1,10,short_20_39,cheap,buy_pressure,steady,passive_inside_buy,,,,False,default,3.0
3,9.0,6.0,passive_two_sided,take1,9,long_60_plus,cheap,buy_pressure,shock,,,,,False,default,3.0
3,9.0,4.0,passive_two_sided,take1,10,long_60_plus,neutral,sell_pressure,shock,,,,,False,none,3.0
2,8.5,6.0,passive_one_sided_sell,take1,10,long_60_plus,cheap,sell_pressure,shock,passive_inside_sell,,,,False,queue05,4.25
1,8.0,8.0,passive_one_sided_buy,take1,12,short_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,default,8.0
1,8.0,8.0,passive_one_sided_sell,take1,11,long_40_59,rich,sell_pressure,steady,passive_inside_sell,,,,False,default,8.0
1,8.0,8.0,passive_two_sided,take1,11,short_60_plus,rich,sell_pressure,shock,,,,,False,default,8.0
1,8.0,8.0,passive_one_sided_sell,take1,10,long_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,default,8.0
1,8.0,8.0,passive_one_sided_sell,take1,10,long_20_39,neutral,sell_pressure,steady,passive_inside_sell,,,,False,default,8.0
1,8.0,8.0,passive_one_sided_buy,take1,10,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,default,8.0
1,8.0,8.0,passive_one_sided_sell,take1,9,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,8.0
1,8.0,8.0,passive_two_sided,take1,10,flat_19,neutral,sell_pressure,steady,,,,,False,none,8.0
1,8.0,8.0,passive_one_sided_buy,take1,10,long_20_39,rich,mixed_pressure,shock,passive_inside_buy,,,,False,none,8.0
1,8.0,8.0,passive_one_sided_sell,take1,10,short_60_plus,cheap,buy_pressure,shock,passive_inside_sell,,,,False,queue05,8.0
1,8.0,8.0,passive_one_sided_sell,take1,13,short_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,queue05,8.0
1,8.0,8.0,passive_one_sided_buy,take1,9,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,queue05,8.0
1,8.0,8.0,passive_one_sided_sell,take1,10,long_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,queue05,8.0
1,8.0,8.0,passive_one_sided_sell,take1,9,long_60_plus,cheap,sell_pressure,shock,passive_inside_sell,,,,False,queue05,8.0
1,8.0,8.0,passive_one_sided_buy,take1,10,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,queue05,8.0
1,8.0,8.0,passive_one_sided_sell,take1,9,long_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,queue05,8.0
1,8.0,8.0,passive_one_sided_sell,take1,11,long_60_plus,neutral,sell_pressure,steady,passive_inside_sell,,,,False,queue05,8.0
1,8.0,8.0,passive_one_sided_buy,take1,12,short_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,worse,8.0
1,8.0,8.0,passive_one_sided_sell,take1,11,long_40_59,rich,sell_pressure,steady,passive_inside_sell,,,,False,worse,8.0
1,8.0,8.0,passive_two_sided,take1,11,short_60_plus,rich,sell_pressure,shock,,,,,False,worse,8.0
1,8.0,8.0,passive_one_sided_sell,take1,10,long_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,worse,8.0
1,8.0,8.0,passive_one_sided_sell,take1,10,long_20_39,neutral,sell_pressure,steady,passive_inside_sell,,,,False,worse,8.0
1,8.0,8.0,passive_one_sided_sell,take1,9,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,8.0
1,8.0,8.0,clear_sell,take2,11,long_40_59,rich,sell_pressure,shock,take_b1,,,,False,worse,8.0
2,8.0,7.0,passive_one_sided_buy,take1,10,flat_19,rich,mixed_pressure,shock,passive_inside_buy,,,,False,default,4.0
2,8.0,6.0,clear_buy,hold,9,short_60_plus,cheap,buy_pressure,shock,take_a1,,,,False,default,4.0
2,8.0,6.0,passive_one_sided_buy,take1,10,long_60_plus,rich,sell_pressure,shock,passive_inside_buy,,,,False,default,4.0
2,8.0,6.0,clear_buy,hold,9,short_60_plus,cheap,buy_pressure,shock,take_a1,,,,False,none,4.0
2,8.0,6.0,passive_two_sided,take1,9,long_60_plus,cheap,buy_pressure,shock,,,,,False,none,4.0
2,8.0,4.0,passive_one_sided_buy,take1,10,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,queue05,4.0
2,8.0,6.0,passive_one_sided_sell,take1,10,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,queue05,4.0
2,8.0,6.0,clear_buy,hold,9,short_60_plus,cheap,buy_pressure,shock,take_a1,,,,False,queue05,4.0
2,8.0,6.0,passive_two_sided,take1,9,long_60_plus,cheap,buy_pressure,shock,,,,,False,queue05,4.0
2,8.0,6.0,clear_buy,hold,9,short_60_plus,cheap,buy_pressure,shock,take_a1,,,,False,worse,4.0
3,8.0,4.0,passive_one_sided_sell,take1,11,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,2.6666666666666665
3,8.0,4.0,passive_one_sided_sell,take1,11,short_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,none,2.6666666666666665
3,8.0,4.0,passive_one_sided_sell,take1,10,long_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,none,2.6666666666666665
3,8.0,4.0,passive_one_sided_sell,take1,11,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,2.6666666666666665
1,7.5,7.5,passive_one_sided_sell,take1,10,long_40_59,neutral,sell_pressure,steady,passive_inside_sell,,,,False,default,7.5
1,7.5,7.5,passive_one_sided_sell,take1,11,long_40_59,neutral,sell_pressure,steady,passive_inside_sell,,,,False,queue05,7.5
1,7.0,7.0,passive_two_sided,take1,13,short_60_plus,rich,sell_pressure,shock,,,,,False,default,7.0
1,7.0,7.0,passive_one_sided_sell,take1,11,short_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,none,7.0
1,7.0,7.0,passive_one_sided_sell,take1,10,long_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,none,7.0
1,7.0,7.0,passive_one_sided_sell,take1,13,long_60_plus,rich,sell_pressure,steady,passive_inside_sell,,,,False,queue05,7.0
1,7.0,7.0,passive_two_sided,take1,9,short_60_plus,rich,buy_pressure,shock,,,,,False,worse,7.0
1,7.0,7.0,passive_two_sided,take1,13,short_60_plus,rich,sell_pressure,shock,,,,,False,worse,7.0
2,7.0,4.0,passive_one_sided_sell,take1,11,long_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,none,3.5
2,7.0,5.0,passive_one_sided_buy,take1,10,flat_19,rich,sell_pressure,steady,passive_inside_buy,,,,False,queue05,3.5
2,7.0,6.0,passive_two_sided,take1,10,short_40_59,rich,sell_pressure,shock,,,,,False,worse,3.5
2,7.0,6.0,passive_one_sided_buy,take1,10,long_60_plus,rich,sell_pressure,shock,passive_inside_buy,,,,False,worse,3.5
1,6.0,6.0,take_sell,hold,9,short_40_59,rich,sell_pressure,shock,take_b1,,,,False,default,6.0
1,6.0,6.0,passive_one_sided_sell,take1,10,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,6.0
1,6.0,6.0,clear_sell,take2,11,long_60_plus,rich,sell_pressure,shock,take_b1,,,,False,default,6.0
1,6.0,6.0,passive_one_sided_buy,take1,9,short_60_plus,rich,buy_pressure,steady,passive_inside_buy,,,,False,default,6.0
1,6.0,6.0,passive_one_sided_sell,take1,9,long_20_39,neutral,sell_pressure,shock,passive_inside_sell,,,,False,default,6.0
1,6.0,6.0,passive_one_sided_sell,take1,13,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,6.0
1,6.0,6.0,passive_one_sided_sell,take1,10,flat_19,rich,sell_pressure,steady,passive_inside_sell,,,,False,none,6.0
1,6.0,6.0,passive_two_sided,take1,11,long_60_plus,neutral,sell_pressure,shock,,,,,False,none,6.0
1,6.0,6.0,passive_one_sided_sell,take1,11,long_20_39,neutral,sell_pressure,steady,passive_inside_sell,,,,False,none,6.0
1,6.0,6.0,passive_two_sided,take1,9,short_60_plus,rich,buy_pressure,shock,,,,,False,queue05,6.0
1,6.0,6.0,passive_one_sided_sell,take1,9,long_40_59,neutral,sell_pressure,shock,passive_inside_sell,,,,False,queue05,6.0
1,6.0,6.0,take_sell,hold,9,short_40_59,rich,sell_pressure,shock,take_b1,,,,False,worse,6.0
1,6.0,6.0,passive_one_sided_sell,take1,10,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,6.0
1,6.0,6.0,clear_sell,take2,11,long_60_plus,rich,sell_pressure,shock,take_b1,,,,False,worse,6.0
1,6.0,6.0,passive_one_sided_buy,take1,9,short_60_plus,rich,buy_pressure,steady,passive_inside_buy,,,,False,worse,6.0
1,6.0,6.0,passive_one_sided_sell,take1,9,long_20_39,neutral,sell_pressure,shock,passive_inside_sell,,,,False,worse,6.0
1,6.0,6.0,passive_one_sided_sell,take1,13,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,6.0
1,6.0,6.0,passive_one_sided_buy,take1,10,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,worse,6.0
2,6.0,3.0,passive_one_sided_buy,take1,10,long_60_plus,rich,sell_pressure,steady,passive_inside_buy,,,,False,default,3.0
2,6.0,4.0,clear_sell,hold,10,long_60_plus,rich,sell_pressure,shock,take_b1,,,,False,none,3.0
2,6.0,3.0,passive_one_sided_buy,take1,10,long_60_plus,rich,sell_pressure,steady,passive_inside_buy,,,,False,none,3.0
2,6.0,4.0,passive_two_sided,take1,10,short_60_plus,rich,sell_pressure,shock,,,,,False,queue05,3.0
2,6.0,4.0,passive_one_sided_sell,take1,13,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,3.0
2,6.0,3.0,passive_one_sided_buy,take1,10,long_60_plus,rich,sell_pressure,steady,passive_inside_buy,,,,False,worse,3.0
1,5.0,5.0,clear_buy,hold,10,short_60_plus,cheap,buy_pressure,shock,take_a1,,,,False,default,5.0
1,5.0,5.0,passive_one_sided_buy,take1,9,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,default,5.0
1,5.0,5.0,passive_one_sided_sell,take1,10,short_40_59,rich,sell_pressure,steady,passive_inside_sell,,,,False,default,5.0
1,5.0,5.0,hold,take1,10,short_20_39,rich,sell_pressure,steady,,,,,False,default,5.0
1,5.0,5.0,passive_one_sided_sell,mm_inside,11,long_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,5.0
1,5.0,5.0,passive_one_sided_sell,take1,9,long_60_plus,cheap,sell_pressure,shock,passive_inside_sell,,,,False,default,5.0
1,5.0,5.0,passive_one_sided_sell,take1,9,short_40_59,cheap,mixed_pressure,shock,passive_inside_sell,,,,False,none,5.0
1,5.0,5.0,take_sell,hold,9,short_60_plus,rich,sell_pressure,shock,take_b1,,,,False,none,5.0
1,5.0,5.0,clear_buy,hold,10,short_60_plus,cheap,buy_pressure,shock,take_a1,,,,False,none,5.0
1,5.0,5.0,passive_one_sided_buy,take1,10,flat_19,rich,mixed_pressure,steady,passive_inside_buy,,,,False,none,5.0
1,5.0,5.0,hold,take1,10,flat_19,rich,sell_pressure,steady,,,,,False,none,5.0
1,5.0,5.0,passive_one_sided_buy,take1,12,long_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,none,5.0
1,5.0,5.0,clear_buy,hold,10,short_60_plus,cheap,buy_pressure,shock,take_a1,,,,False,queue05,5.0
1,5.0,5.0,passive_two_sided,take1,9,short_40_59,neutral,mixed_pressure,shock,,,,,False,queue05,5.0
1,5.0,5.0,passive_one_sided_buy,take1,10,flat_19,rich,mixed_pressure,steady,passive_inside_buy,,,,False,queue05,5.0
1,5.0,5.0,hold,take1,10,flat_19,rich,sell_pressure,steady,,,,,False,queue05,5.0
1,5.0,5.0,clear_buy,hold,10,short_60_plus,cheap,buy_pressure,shock,take_a1,,,,False,worse,5.0
1,5.0,5.0,passive_one_sided_buy,take1,9,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,worse,5.0
1,5.0,5.0,hold,take1,10,short_20_39,rich,sell_pressure,steady,,,,,False,worse,5.0
1,5.0,5.0,passive_one_sided_sell,mm_inside,11,long_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,5.0
1,5.0,5.0,passive_one_sided_sell,take1,9,long_60_plus,cheap,sell_pressure,shock,passive_inside_sell,,,,False,worse,5.0
2,5.0,4.0,passive_one_sided_buy,take1,9,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,none,2.5
2,5.0,3.0,passive_two_sided,take1,11,short_40_59,rich,sell_pressure,shock,,,,,False,none,2.5
2,5.0,3.0,passive_one_sided_buy,take1,10,flat_19,rich,sell_pressure,steady,passive_inside_buy,,,,False,none,2.5
2,5.0,3.0,passive_one_sided_buy,take1,10,long_20_39,cheap,buy_pressure,shock,passive_inside_buy,,,,False,queue05,2.5
2,5.0,4.0,passive_one_sided_sell,take1,10,short_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,worse,2.5
1,4.0,4.0,passive_one_sided_buy,take1,10,short_60_plus,cheap,buy_pressure,steady,passive_inside_buy,,,,False,default,4.0
1,4.0,4.0,passive_one_sided_buy,take1,12,short_60_plus,rich,buy_pressure,shock,passive_inside_buy,,,,False,default,4.0
1,4.0,4.0,passive_one_sided_sell,take1,10,short_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,default,4.0
1,4.0,4.0,passive_one_sided_buy,take1,10,flat_19,rich,sell_pressure,steady,passive_inside_buy,,,,False,default,4.0
1,4.0,4.0,passive_two_sided,take1,11,long_60_plus,neutral,sell_pressure,shock,,,,,False,default,4.0
1,4.0,4.0,passive_one_sided_sell,take1,10,long_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,4.0
1,4.0,4.0,passive_one_sided_sell,take1,11,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,4.0
1,4.0,4.0,passive_one_sided_buy,take1,10,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,none,4.0
1,4.0,4.0,passive_two_sided,take1,10,short_40_59,rich,sell_pressure,shock,,,,,False,none,4.0
1,4.0,4.0,passive_two_sided,take1,9,short_40_59,neutral,buy_pressure,steady,,,,,False,none,4.0
1,4.0,4.0,passive_one_sided_sell,take1,10,short_60_plus,cheap,buy_pressure,shock,passive_inside_sell,,,,False,none,4.0
1,4.0,4.0,passive_two_sided,take1,9,short_60_plus,neutral,buy_pressure,steady,,,,,False,none,4.0
1,4.0,4.0,passive_one_sided_sell,take1,13,long_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,none,4.0
1,4.0,4.0,passive_one_sided_buy,take1,12,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,none,4.0
1,4.0,4.0,passive_one_sided_buy,take1,9,long_60_plus,cheap,buy_pressure,shock,passive_inside_buy,,,,False,none,4.0
1,4.0,4.0,passive_one_sided_sell,take1,10,long_60_plus,neutral,sell_pressure,shock,passive_inside_sell,,,,False,none,4.0
1,4.0,4.0,passive_one_sided_buy,take1,9,short_20_39,cheap,buy_pressure,steady,passive_inside_buy,,,,False,queue05,4.0
1,4.0,4.0,passive_one_sided_buy,take1,10,short_40_59,cheap,buy_pressure,steady,passive_inside_buy,,,,False,queue05,4.0
1,4.0,4.0,passive_one_sided_buy,take1,12,short_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,queue05,4.0
1,4.0,4.0,passive_two_sided,take1,12,short_60_plus,neutral,buy_pressure,shock,,,,,False,queue05,4.0
1,4.0,4.0,passive_one_sided_sell,take1,10,flat_19,rich,sell_pressure,steady,passive_inside_sell,,,,False,queue05,4.0
1,4.0,4.0,passive_one_sided_sell,take1,10,long_20_39,neutral,sell_pressure,steady,passive_inside_sell,,,,False,queue05,4.0
1,4.0,4.0,passive_one_sided_sell,take1,11,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,queue05,4.0
1,4.0,4.0,passive_one_sided_buy,take1,10,short_60_plus,cheap,buy_pressure,steady,passive_inside_buy,,,,False,worse,4.0
1,4.0,4.0,passive_one_sided_buy,take1,12,short_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,worse,4.0
1,4.0,4.0,passive_one_sided_sell,take1,10,short_40_59,rich,sell_pressure,steady,passive_inside_sell,,,,False,worse,4.0
1,4.0,4.0,passive_two_sided,take1,11,long_60_plus,neutral,sell_pressure,shock,,,,,False,worse,4.0
1,4.0,4.0,passive_one_sided_sell,take1,10,long_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,4.0
1,4.0,4.0,passive_one_sided_sell,take1,11,long_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,worse,4.0
2,4.0,2.0,passive_one_sided_sell,take1,13,short_20_39,rich,sell_pressure,shock,passive_inside_sell,,,,False,default,2.0
2,4.0,2.0,passive_one_sided_buy,take1,9,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,queue05,2.0
2,4.0,3.0,passive_two_sided,take1,10,long_60_plus,neutral,sell_pressure,shock,,,,,False,queue05,2.0
1,3.0,3.0,passive_one_sided_sell,take1,13,long_20_39,neutral,sell_pressure,shock,passive_inside_sell,,,,False,default,3.0
1,3.0,3.0,passive_one_sided_sell,take1,10,short_40_59,rich,sell_pressure,shock,passive_inside_sell,,,,False,none,3.0
1,3.0,3.0,passive_two_sided,take1,10,short_60_plus,neutral,buy_pressure,shock,,,,,False,none,3.0
1,3.0,3.0,passive_two_sided,take1,12,short_60_plus,neutral,buy_pressure,shock,,,,,False,none,3.0
1,3.0,3.0,clear_buy,hold,12,short_40_59,cheap,buy_pressure,shock,take_a1,,,,False,none,3.0
1,3.0,3.0,hold,take1,10,short_20_39,rich,sell_pressure,steady,,,,,False,none,3.0
1,3.0,3.0,passive_two_sided,take1,10,long_60_plus,cheap,sell_pressure,shock,,,,,False,none,3.0
1,3.0,3.0,passive_one_sided_buy,take1,9,long_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,queue05,3.0
1,3.0,3.0,passive_two_sided,take1,13,long_60_plus,neutral,sell_pressure,shock,,,,,False,queue05,3.0
1,3.0,3.0,passive_one_sided_buy,take1,10,long_40_59,neutral,buy_pressure,steady,passive_inside_buy,,,,False,queue05,3.0
1,3.0,3.0,passive_one_sided_buy,take1,12,short_60_plus,rich,buy_pressure,shock,passive_inside_buy,,,,False,worse,3.0
1,3.0,3.0,passive_one_sided_buy,take1,10,short_60_plus,neutral,buy_pressure,shock,passive_inside_buy,,,,False,worse,3.0
1,3.0,3.0,passive_one_sided_buy,take1,10,short_20_39,rich,mixed_pressure,steady,passive_inside_buy,,,,False,worse,3.0
1,3.0,3.0,passive_one_sided_buy,take1,10,flat_19,rich,sell_pressure,steady,passive_inside_buy,,,,False,worse,3.0
1,3.0,3.0,passive_one_sided_sell,take1,13,long_20_39,neutral,sell_pressure,shock,passive_inside_sell,,,,False,worse,3.0
1,3.0,3.0,passive_one_sided_sell,take1,10,long_40_59,neutral,sell_pressure,steady,passive_inside_sell,,,,False,worse,3.0
2,3.0,2.0,passive_two_sided,take1,10,long_60_plus,cheap,sell_pressure,steady,,,,,False,none,1.5
2,3.0,2.0,passive_two_sided,take1,11,short_60_plus,rich,sell_pressure,shock,,,,,False,queue05,1.5
1,2.0,2.0,passive_one_sided_buy,take1,9,short_20_39,cheap,buy_pressure,steady,passive_inside_buy,,,,False,default,2.0
1,2.0,2.0,passive_one_sided_buy,take1,9,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,default,2.0
1,2.0,2.0,passive_one_sided_sell,take1,10,short_60_plus,rich,sell_pressure,steady,passive_inside_sell,,,,False,default,2.0
1,2.0,2.0,passive_one_sided_sell,take1,10,flat_19,rich,sell_pressure,steady,passive_inside_sell,,,,False,default,2.0
1,2.0,2.0,clear_sell,hold,10,long_60_plus,rich,sell_pressure,steady,take_b1,,,,False,default,2.0
1,2.0,2.0,passive_one_sided_buy,take1,9,long_20_39,cheap,buy_pressure,steady,passive_inside_buy,,,,False,none,2.0
1,2.0,2.0,passive_two_sided,take1,10,short_60_plus,neutral,buy_pressure,steady,,,,,False,none,2.0
1,2.0,2.0,passive_one_sided_buy,take1,12,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,none,2.0
1,2.0,2.0,passive_one_sided_buy,take1,12,short_60_plus,rich,buy_pressure,shock,passive_inside_buy,,,,False,none,2.0
1,2.0,2.0,passive_one_sided_sell,take1,11,short_60_plus,rich,sell_pressure,shock,passive_inside_sell,,,,False,none,2.0
1,2.0,2.0,passive_two_sided,take1,10,long_40_59,cheap,buy_pressure,shock,,,,,False,none,2.0
1,2.0,2.0,clear_sell,hold,11,long_60_plus,rich,sell_pressure,shock,take_b1,,,,False,none,2.0
1,2.0,2.0,clear_buy,hold,10,short_40_59,cheap,mixed_pressure,shock,take_a1,,,,False,none,2.0
1,2.0,2.0,clear_sell,hold,10,long_60_plus,rich,sell_pressure,steady,take_b1,,,,False,none,2.0
1,2.0,2.0,passive_one_sided_sell,take1,10,short_60_plus,rich,sell_pressure,steady,passive_inside_sell,,,,False,queue05,2.0
1,2.0,2.0,passive_one_sided_sell,take1,11,short_20_39,rich,sell_pressure,steady,passive_inside_sell,,,,False,queue05,2.0
1,2.0,2.0,passive_one_sided_sell,take1,11,long_40_59,rich,sell_pressure,steady,passive_inside_sell,,,,False,queue05,2.0
1,2.0,2.0,clear_sell,hold,10,long_60_plus,rich,sell_pressure,steady,take_b1,,,,False,queue05,2.0
1,2.0,2.0,passive_two_sided,take1,11,flat_19,neutral,sell_pressure,steady,,,,,False,queue05,2.0
1,2.0,2.0,passive_two_sided,take1,11,long_60_plus,neutral,sell_pressure,shock,,,,,False,queue05,2.0
1,2.0,2.0,passive_one_sided_buy,take1,10,long_60_plus,rich,sell_pressure,steady,passive_inside_buy,,,,False,queue05,2.0
1,2.0,2.0,passive_one_sided_buy,take1,10,long_60_plus,rich,sell_pressure,shock,passive_inside_buy,,,,False,queue05,2.0
1,2.0,2.0,passive_one_sided_buy,take1,9,short_20_39,cheap,buy_pressure,steady,passive_inside_buy,,,,False,worse,2.0
1,2.0,2.0,passive_one_sided_buy,take1,9,flat_19,cheap,buy_pressure,steady,passive_inside_buy,,,,False,worse,2.0
1,2.0,2.0,passive_one_sided_buy,take1,10,flat_19,neutral,buy_pressure,shock,passive_inside_buy,,,,False,worse,2.0
1,2.0,2.0,passive_one_sided_sell,take1,10,short_60_plus,rich,sell_pressure,steady,passive_inside_sell,,,,False,worse,2.0
1,2.0,2.0,clear_sell,hold,10,long_60_plus,rich,sell_pressure,steady,take_b1,,,,False,worse,2.0
1,1.5,1.5,passive_one_sided_buy,take1,10,long_20_39,neutral,buy_pressure,steady,passive_inside_buy,,,,False,none,1.5
1,1.5,1.5,passive_one_sided_buy,take1,10,long_40_59,neutral,buy_pressure,steady,passive_inside_buy,,,,False,worse,1.5
1,1.0,1.0,passive_two_sided,take1,9,short_60_plus,rich,buy_pressure,steady,,,,,False,default,1.0
1,1.0,1.0,passive_one_sided_buy,take1,10,short_20_39,rich,mixed_pressure,steady,passive_inside_buy,,,,False,default,1.0
1,1.0,1.0,passive_one_sided_sell,take1,12,short_60_plus,cheap,buy_pressure,shock,passive_inside_sell,1,9,1.0,False,none,1.0
1,1.0,1.0,passive_two_sided,take1,9,short_60_plus,neutral,buy_pressure,shock,,,,,False,none,1.0
